ID,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
1227,Skoda,SuperbELEGANCE 1.8 TSI AT,"£389,099.00",2010,Delhi,Petrol,85270KM,Automatic,2,8655
1228,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,"£787,399.00",2018,Delhi,Diesel,49594KM,Manual,1,17515
1229,Maruti,Vitara BrezzaVDI OPT,"£663,399.00",2017,Delhi,Diesel,87627KM,Manual,1,14757
1230,Maruti,Vitara BrezzaVDI,"£655,999.00",2018,Delhi,Diesel,57789KM,Manual,1,14592
1231,Volkswagen,AmeoCOMFORTLINE 1.2,"£447,000.00",2016,Delhi,Petrol,50642KM,Manual,1,9943
1232,Maruti,Alto 800LXI,"£238,099.00",2015,Delhi,Petrol,61907KM,Manual,1,5296
1233,Maruti,BalenoDELTA 1.2 K12,"£620,399.00",2019,Delhi,Petrol,43674KM,Manual,1,13800
1234,Hyundai,i20ASTA 1.2,"£235,299.00",2009,Delhi,Petrol,96410KM,Manual,2,5234
1235,Fiat,Punto EVOMULTIJET 1.3 90 HP,"£266,799.00",2014,Delhi,Diesel,82095KM,Manual,1,5935
1236,Renault,Duster85 PS RXL OPT,"£482,199.00",2015,Delhi,Diesel,80599KM,Manual,1,10726
1237,Mahindra,XUV500W6 4X2,"£592,599.00",2013,Delhi,Diesel,72026KM,Manual,1,13182
1238,Maruti,Wagon R 1.0VXI,"£375,000.00",2016,Delhi,Petrol,45321KM,Manual,1,8342
1239,Maruti,SwiftVDI,"£365,999.00",2014,Delhi,Diesel,79144KM,Manual,1,8141
1240,Maruti,Vitara BrezzaVDI OPT,"£738,099.00",2018,Delhi,Diesel,60109KM,Manual,1,16419
1241,Maruti,CiazVDI+ SHVS,"£675,000.00",2016,Delhi,Diesel,26477KM,Manual,1,15015
1242,Honda,Amaze1.5 EXMT I DTEC,"£258,099.00",2013,Delhi,Diesel,75953KM,Manual,1,5741
1243,Volkswagen,PoloGT TSI,"£818,000.00",2019,Delhi,Petrol,15545KM,Manual,1,18196
1244,Mahindra,Kuv100K6 D 5 STR,"£332,000.00",2016,Delhi,Diesel,59373KM,Manual,1,7385
1245,Nissan,TerranoXL P,"£519,499.00",2016,Delhi,Petrol,61139KM,Manual,2,11556
1246,Maruti,SwiftVDI ABS,"£426,199.00",2015,Delhi,Diesel,76042KM,Manual,1,9481
1247,Maruti,Vitara BrezzaVDI,"£588,399.00",2017,Delhi,Diesel,69639KM,Manual,2,13089
1248,Maruti,Swift DzireVDI,"£374,199.00",2013,Delhi,Diesel,79116KM,Manual,1,8324
1249,Hyundai,Creta1.6 SX (O) CRDI,"£772,799.00",2015,Delhi,Diesel,72762KM,Manual,1,17190
1250,Maruti,Alto K10LXI,"£177,399.00",2011,Delhi,Petrol,126593KM,Manual,1,3946
1251,Chevrolet,CruzeLTZ,"£496,999.00",2013,Delhi,Diesel,91254KM,Manual,1,11055
1252,Hyundai,Elite i20ASTA 1.4 CRDI,"£469,299.00",2014,Delhi,Diesel,87200KM,Manual,2,10439
1253,Toyota,Etios LivaGD,"£262,599.00",2012,Delhi,Diesel,94952KM,Manual,1,5841
1254,Maruti,Vitara BrezzaVDI,"£744,299.00",2018,Delhi,Diesel,43933KM,Manual,1,16557
1255,Hyundai,Elite i20ASTA 1.4 CRDI,"£630,299.00",2015,Delhi,Diesel,73244KM,Manual,2,14021
1256,Maruti,SwiftVXI,"£574,799.00",2018,Delhi,Petrol,58099KM,Manual,1,12786
1257,Maruti,Swift DzireVDI BS IV,"£333,000.00",2013,Delhi,Diesel,78175KM,Manual,1,7407
1258,Ford,Ecosport1.5TITANIUM TDCI,"£428,000.00",2014,Delhi,Diesel,78423KM,Manual,1,9521
1259,Volkswagen,VentoCOMFORTLINE MT PETROL,"£395,000.00",2014,Delhi,Petrol,61445KM,Manual,2,8787
1260,Mahindra,,"£835,000.00",2015,Delhi,Diesel,73529KM,,2,18574
1261,Hyundai,Creta1.6 S,"£800,000.00",2015,Delhi,Petrol,55668KM,Manual,1,17796
1262,Tata,TIGORRevotorq XZ (O),"£475,000.00",2017,Delhi,Diesel,60750KM,Manual,1,10566
1263,Maruti,Swift DzireVDI BS IV,"£378,699.00",2012,Delhi,Diesel,86910KM,Manual,1,8424
1264,Mahindra,XUV500W6 AT,"£954,899.00",2016,Delhi,Diesel,48126KM,Automatic,1,21241
1265,Hyundai,Creta1.6 CRDI SX PLUS AUTO,"£1,125,599.00",2017,Delhi,Diesel,54815KM,Automatic,1,25038
1266,Toyota,Innova Crysta2.4 ZX 7 STR,"£1,840,000.00",2017,Delhi,Diesel,30150KM,Manual,1,40930
1267,Maruti,Swift DzireLDI BS IV,"£425,099.00",2014,Delhi,Diesel,56317KM,Manual,1,9456
1268,Maruti,Swift DzireVDI BS IV,"£311,699.00",2012,Delhi,Diesel,90249KM,Manual,1,6934
1269,Volkswagen,VentoHIGHLINE DIESEL,"£332,099.00",2013,Delhi,Diesel,95866KM,Manual,1,7387
1270,Hyundai,VernaFLUIDIC 1.6 SX CRDI,"£466,999.00",2014,Delhi,Diesel,82592KM,Manual,2,10388
1271,Renault,,"£489,000.00",2020,Delhi,Petrol,19551KM,,1,10878
1272,Maruti,Vitara BrezzaVDI,"£662,099.00",2018,Delhi,Diesel,67617KM,Manual,1,14728
1273,Hyundai,i20SPORTZ 1.4 CRDI,"£294,199.00",2012,Delhi,Diesel,112314KM,Manual,1,6544
1274,Ford,Ecosport1.5 TITANIUM TI VCT AT,"£760,000.00",2017,Delhi,Petrol,35515KM,Automatic,1,16906
1275,Maruti,Swift DzireVDI BS IV,"£351,399.00",2014,Delhi,Diesel,88835KM,Manual,1,7817
1276,Mahindra,ScorpioS10,"£966,099.00",2016,Delhi,Diesel,54407KM,Manual,1,21490
1277,Maruti,Alto K10LXI CNG,"£306,899.00",2016,Delhi,Petrol + CNG,83401KM,Manual,2,6827
1278,Maruti,Swift DzireVDI BS IV,"£347,699.00",2012,Delhi,Diesel,97973KM,Manual,1,7734
1279,Hyundai,Grand i10MAGNA 1.2 VTVT,"£330,799.00",2015,Delhi,Petrol,82443KM,Manual,1,7358
1280,Hyundai,EonMAGNA PLUS,"£230,000.00",2014,Delhi,Petrol,55103KM,Manual,1,5116
1281,Hyundai,VernaFLUIDIC 1.6 SX CRDI OPT,"£529,999.00",2014,Delhi,Diesel,81676KM,Manual,1,11790
1282,Maruti,RitzLDI,"£209,199.00",2012,Delhi,Diesel,101187KM,Manual,2,4654
1283,Honda,CitySV MT PETROL,"£842,000.00",2018,Delhi,Petrol + CNG,32779KM,Manual,1,18730
1284,Maruti,CiazZDI+ SHVS,"£615,899.00",2016,Delhi,Diesel,85159KM,Manual,1,13700
1285,Hyundai,Creta1.6 SX (O) CRDI,"£1,141,499.00",2018,Delhi,Diesel,59837KM,Manual,2,25392
1286,Tata,TiagoXM 1.2 REVOTRON,"£352,000.00",2016,Delhi,Petrol,68892KM,Manual,1,7830
1287,Maruti,Vitara BrezzaVDI,"£880,299.00",2019,Delhi,Diesel,37696KM,Manual,1,19582
1288,Hyundai,Elite i20MAGNA 1.4 CRDI,"£464,099.00",2014,Delhi,Diesel,82414KM,Manual,1,10324
1289,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£322,199.00",2014,Delhi,Petrol,138853KM,Manual,1,7167
1290,Renault,Duster85 PS RXE,"£369,999.00",2013,Delhi,Diesel,80353KM,Manual,1,8230
1291,Maruti,Alto 800LXI,"£351,799.00",2018,Delhi,Petrol,33424KM,Manual,1,7826
1292,Maruti,SwiftVXI,"£405,599.00",2014,Delhi,Petrol,87194KM,Manual,1,9022
1293,Ford,Ecosport1.5 TITANIUMTDCI OPT,"£679,399.00",2017,Delhi,Diesel,73823KM,Manual,1,15113
1294,Maruti,SwiftVDI,"£361,899.00",2013,Delhi,Diesel,78620KM,Manual,2,8050
1295,Ford,Ecosport1.5 AMBIENTE TDCI,"£409,099.00",2013,Delhi,Diesel,121668KM,Manual,1,9100
1296,Maruti,Swift DzireVDI BS IV,"£415,799.00",2013,Delhi,Diesel,78368KM,Manual,1,9249
1297,Renault,Kwid1.0 RXT,"£322,999.00",2016,Delhi,Petrol,62410KM,Manual,1,7185
1298,Mercedes,Benz CLA ClassCLA 200 SPORT,"£2,148,299.00",2016,Delhi,Petrol,33108KM,Automatic,2,47788
1299,Ford,Ecosport1.5TITANIUM TDCI,"£550,000.00",2014,Delhi,Diesel,64984KM,Manual,2,12234
1300,Hyundai,i20MAGNA O 1.4 CRDI,"£310,000.00",2012,Delhi,Diesel,83683KM,Manual,1,6896
1301,Mahindra,ScorpioS5 2WD,"£1,139,499.00",2019,Delhi,Diesel,13601KM,Manual,1,25348
1302,Maruti,Swift DzireVDI BS IV,"£366,899.00",2012,Delhi,Diesel,114363KM,Manual,1,8161
1303,Ford,Fiesta1.6 EXI LTD,"£246,299.00",2009,Delhi,Petrol,94121KM,Manual,1,5479
1304,Hyundai,i20SPORTZ O 1.4 CRDI,"£244,399.00",2012,Delhi,Diesel,87995KM,Manual,3,5437
1305,Toyota,EtiosCROSS 1.4 GD,"£414,899.00",2015,Delhi,Diesel,79123KM,Manual,1,9229
1306,Honda,CityS MT DIESEL,"£546,999.00",2015,Delhi,Diesel,80697KM,Manual,1,12168
1307,Hyundai,i20SPORTZ 1.2 O,"£327,199.00",2011,Delhi,Petrol,68000KM,Manual,1,7278
1308,Maruti,SwiftVDI,"£295,699.00",2012,Delhi,Diesel,95400KM,Manual,2,6578
1309,Renault,Duster85 PS RXE,"£379,399.00",2013,Delhi,Diesel,84715KM,Manual,2,8440
1310,Honda,CityZX CVT,"£1,050,000.00",2017,Delhi,Petrol,19456KM,Automatic,1,23357
1311,Honda,CRV1.6 AT I DTEC,"£2,558,000.00",2019,Delhi,Diesel,18466KM,Manual,1,56901
1312,Maruti,Swift DzireVDI BS IV,"£369,399.00",2013,Delhi,Diesel,83315KM,Manual,1,8217
1313,Maruti,Swift DzireVDI BS IV,"£374,799.00",2014,Delhi,Diesel,95770KM,Manual,1,8337
1314,Maruti,CelerioZXI AMT,"£452,599.00",2017,Delhi,Petrol,45641KM,Automatic,1,10068
1315,Maruti,Wagon R 1.0VXI,"£375,000.00",2016,Delhi,Petrol,45306KM,Manual,1,8342
1316,Hyundai,VENUE1.0 TURBO GDI SX+ AT,"£1,069,131.00",2019,Delhi,Petrol,18268KM,Automatic,1,23782
1317,Maruti,SwiftLXI OPT,"£366,299.00",2015,Delhi,Petrol,82431KM,Manual,1,8148
1318,Maruti,Vitara BrezzaVDI,"£807,499.00",2019,Delhi,Diesel,33431KM,Manual,1,17962
1319,Volkswagen,PoloGT TSI 1.2 PETROL AT,"£460,000.00",2013,Delhi,Petrol,70325KM,Automatic,1,10232
1320,Maruti,Vitara BrezzaZDI,"£774,999.00",2016,Delhi,Diesel,65146KM,Manual,1,17239
1321,Honda,Amaze1.5 SMT I DTEC,"£287,628.00",2013,Delhi,Diesel,80246KM,Manual,1,6398
1322,Honda,JazzVX  1.2,"£825,000.00",2019,Delhi,Petrol,17600KM,Manual,1,18352
1323,Toyota,Etios LivaD 4D GD,"£266,099.00",2012,Delhi,Diesel,87914KM,Manual,1,5919
1324,Maruti,Swift DzireLDI BS IV,"£461,499.00",2015,Delhi,Diesel,61524KM,Manual,1,10266
1325,Maruti,SwiftVDI ABS,"£371,799.00",2015,Delhi,Diesel,82293KM,Manual,2,8270
1326,Mahindra,NUVOSPORTN6 mHAWK,"£413,099.00",2016,Delhi,Diesel,100131KM,Manual,1,9189
1327,Hyundai,EonERA PLUS,"£242,399.00",2012,Delhi,Petrol,72007KM,Manual,2,5392
1328,Maruti,BalenoALPHA DDIS 190,"£538,099.00",2016,Delhi,Diesel,81175KM,Manual,1,11970
1329,Maruti,ErtigaVDI SHVS,"£603,599.00",2016,Delhi,Diesel,70063KM,Manual,1,13427
1330,Maruti,SwiftVXI,"£262,399.00",2011,Delhi,Petrol,95427KM,Manual,2,5837
1331,Maruti,SwiftVXI,"£402,099.00",2014,Delhi,Petrol,86371KM,Manual,1,8944
1332,Maruti,SwiftVDI,"£367,999.00",2013,Delhi,Diesel,88467KM,Manual,2,8186
1333,Maruti,Vitara BrezzaZDI AMT,"£830,999.00",2018,Delhi,Diesel,54790KM,Automatic,1,18485
1334,Nissan,SunnyXL PETROL,"£334,000.00",2013,Delhi,Petrol,73647KM,Manual,1,7430
1335,Maruti,SwiftVDI,"£328,699.00",2012,Delhi,Diesel,105388KM,Manual,1,7312
1336,Hyundai,i10ASTA 1.2 KAPPA2,"£245,000.00",2013,Delhi,Petrol,64770KM,Manual,2,5450
1337,Maruti,Wagon R StingrayVXI,"£369,000.00",2016,Delhi,Petrol,50651KM,Manual,1,8208
1338,Maruti,Vitara BrezzaZDI PLUS,"£765,299.00",2017,Delhi,Diesel,89751KM,Manual,1,17024
1339,Maruti,SwiftVDI,"£290,599.00",2012,Delhi,Diesel,89809KM,Manual,1,6464
1340,Mahindra,XUV500W8 FWD,"£796,999.00",2014,Delhi,Diesel,60070KM,Manual,1,17729
1341,Hyundai,EonMAGNA PLUS,"£264,499.00",2015,Delhi,Petrol,71504KM,Manual,1,5884
1342,Maruti,SwiftVDI ABS,"£420,899.00",2015,Delhi,Diesel,86072KM,Manual,1,9363
1343,Chevrolet,BeatLS DIESEL,"£168,810.00",2014,Delhi,Diesel,73411KM,Manual,1,3755
1344,Maruti,SwiftVDI,"£339,599.00",2013,Delhi,Diesel,86036KM,Manual,1,7554
1345,Maruti,SwiftVDI ABS,"£405,199.00",2015,Delhi,Diesel,86417KM,Manual,1,9013
1346,Renault,Duster85 PS RXL,"£456,599.00",2014,Delhi,Diesel,67522KM,Manual,2,10157
1347,Maruti,Swift DzireVDI BS IV,"£312,899.00",2012,Delhi,Diesel,94644KM,Manual,1,6960
1348,Maruti,Swift DzireVXI 1.2 BS IV,"£465,000.00",2015,Delhi,Petrol,53284KM,Manual,1,10344
1349,Tata,TiagoXT 1.2 REVOTRON,"£399,099.00",2016,Delhi,Petrol,59746KM,Manual,1,8878
1350,Maruti,AltoLXI,"£122,299.00",2008,Delhi,Petrol,80814KM,Manual,1,2720
1351,Maruti,CiazVDI+ SHVS,"£569,000.00",2016,Delhi,Diesel,67322KM,Manual,1,12657
1352,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,"£850,000.00",2017,Delhi,Diesel,19772KM,Manual,1,18908
1353,Volkswagen,JettaTRENDLINE 1.4 TSI MT,"£448,699.00",2012,Delhi,Petrol,88973KM,Manual,2,9981
1354,Toyota,CorollaH3 1.8 G,"£131,399.00",2007,Delhi,Petrol,98229KM,Manual,1,2923
1355,Mahindra,ScorpioS10,"£877,099.00",2014,Delhi,Diesel,48555KM,Manual,1,19511
1356,Maruti,SwiftVDI,"£381,299.00",2014,Delhi,Diesel,81137KM,Manual,2,8482
1357,Hyundai,Grand i10SPORTS 1.2 VTVT,"£338,899.00",2013,Delhi,Petrol,84711KM,Manual,1,7539
1358,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,"£447,000.00",2016,Delhi,Petrol,63401KM,Manual,1,9943
1359,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,"£332,999.00",2011,Delhi,Petrol,75137KM,Manual,2,7407
1360,Hyundai,i20SPORTZ 1.4 CRDI,"£335,599.00",2013,Delhi,Diesel,113303KM,Manual,2,7465
1361,Maruti,CiazVDI+ SHVS,"£559,999.00",2016,Delhi,Diesel,55437KM,Manual,3,12457
1362,Honda,Brio1.2 EX MT I VTEC,"£248,299.00",2012,Delhi,Petrol,94039KM,Manual,1,5523
1363,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,"£269,000.00",2010,Delhi,Petrol,70667KM,Manual,2,5984
1364,Maruti,Wagon R StingrayVXI,"£316,499.00",2014,Delhi,Petrol,90722KM,Manual,3,7040
1365,Maruti,SwiftVDI,"£390,299.00",2013,Delhi,Diesel,81239KM,Manual,1,8682
1366,Maruti,Alto K10VXI,"£335,299.00",2015,Delhi,Petrol,60016KM,Manual,1,7459
1367,Maruti,Wagon R 1.0VXI,"£375,000.00",2016,Delhi,Petrol,45312KM,Manual,1,8342
1368,Maruti,SwiftVDI,"£395,999.00",2014,Delhi,Diesel,88382KM,Manual,1,8809
1369,Maruti,BalenoZETA 1.2 K12,"£653,599.00",2017,Delhi,Petrol,43299KM,Manual,1,14539
1370,Maruti,Vitara BrezzaVDI,"£819,899.00",2019,Delhi,Diesel,46825KM,Manual,1,18238
1371,Honda,Brio1.2 S MT I VTEC,"£267,799.00",2012,Delhi,Petrol,96609KM,Manual,2,5957
1372,Toyota,Corolla AltisG,"£339,699.00",2010,Delhi,Petrol,114876KM,Manual,2,7556
1373,Toyota,Corolla AltisD 4D J,"£464,999.00",2012,Delhi,Diesel,89795KM,Manual,1,10344
1374,Mahindra,,"£1,105,000.00",2017,Delhi,Diesel,59935KM,,2,24580
1375,Volkswagen,PoloHIGHLINE1.2L PETROL,"£452,799.00",2016,Delhi,Petrol,62257KM,Manual,2,10072
1376,Maruti,SwiftVDI,"£369,499.00",2013,Delhi,Diesel,87266KM,Manual,1,8219
1377,Hyundai,Grand i10MAGNA 1.1 CRDI,"£267,399.00",2014,Delhi,Diesel,85203KM,Manual,2,5948
1378,Mahindra,XUV500W10,"£972,399.00",2015,Delhi,Diesel,55923KM,Manual,2,21630
1379,Toyota,Corolla AltisD 4D JS,"£557,099.00",2013,Delhi,Diesel,92260KM,Manual,1,12392
1380,Hyundai,VernaFLUIDIC 1.6 SX CRDI,"£519,699.00",2014,Delhi,Diesel,83912KM,Manual,1,11560
1381,Hyundai,,"£1,290,000.00",2019,Delhi,Petrol,16928KM,,1,28695
1382,Honda,CityS MT PETROL,"£346,099.00",2012,Delhi,Petrol,91274KM,Manual,3,7699
1383,Maruti,SwiftVDI,"£304,699.00",2012,Delhi,Diesel,95613KM,Manual,1,6778
1384,Maruti,CelerioVDI,"£248,599.00",2015,Delhi,Diesel,73484KM,Manual,2,5530
1385,Renault,KwidRXL,"£295,000.00",2017,Delhi,Petrol,75572KM,Manual,1,6562
1386,Volkswagen,PoloHIGHLINE1.2L DIESEL,"£315,499.00",2012,Delhi,Diesel,92813KM,Manual,1,7018
1387,Ford,Figo Aspire1.2 TITANIUM PETROL,"£550,000.00",2018,Delhi,Petrol,42241KM,Manual,1,12234
1388,Maruti,Alto 800VXI,"£302,199.00",2015,Delhi,Petrol,51076KM,Manual,2,6722
1389,Mahindra,ScorpioS11,"£1,484,000.00",2018,Delhi,Diesel,44268KM,Manual,1,33011
1390,Maruti,,"£625,000.00",2016,Delhi,Diesel,42165KM,,1,13903
1391,Maruti,Swift DzireVDI BS IV,"£319,699.00",2012,Delhi,Diesel,105522KM,Manual,1,7112
1392,Mahindra,XUV500W8 FWD,"£571,399.00",2013,Delhi,Diesel,80382KM,Manual,2,12710
1393,Maruti,SwiftVDI,"£407,999.00",2014,Delhi,Diesel,83384KM,Manual,1,9076
1394,Renault,Duster85 PS RXL OPT,"£420,699.00",2013,Delhi,Diesel,93113KM,Manual,1,9358
1395,Maruti,ErtigaVDI SHVS,"£676,000.00",2017,Delhi,Diesel,50672KM,Manual,1,15037
1396,Maruti,Alto K10VXI,"£320,499.00",2014,Delhi,Petrol,58616KM,Manual,1,7129
1397,Maruti,Swift DzireVDI BS IV,"£332,699.00",2012,Delhi,Diesel,102746KM,Manual,1,7401
1398,Ford,,"£680,399.00",2017,Delhi,Diesel,79368KM,,1,15135
1399,Volkswagen,VentoHIGHLINE DIESEL,"£308,099.00",2012,Delhi,Diesel,96529KM,Manual,1,6853
1400,Hyundai,i10MAGNA 1.2 KAPPA2,"£236,199.00",2010,Delhi,Petrol,87770KM,Manual,1,5254
1401,Toyota,Etios LivaGD exclusive,"£307,199.00",2013,Delhi,Diesel,97735KM,Manual,1,6833
1402,Hyundai,,"£803,599.00",2016,Delhi,Diesel,84757KM,,1,17876
1403,Mercedes,Benz CLA ClassCLA 200 CDI SPORT,"£2,204,699.00",2016,Delhi,Diesel,19492KM,Automatic,2,49042
1404,Toyota,Corolla AltisG,"£261,699.00",2009,Delhi,Petrol,167705KM,Manual,1,5821
1405,Hyundai,Creta1.6 S,"£780,799.00",2015,Delhi,Petrol,83924KM,Manual,2,17368
1406,Mahindra,XUV500W10 FWD,"£1,007,229.00",2017,Delhi,Diesel,81240KM,Manual,2,22405
1407,Maruti,Wagon R 1.0VXI AMT,"£373,799.00",2016,Delhi,Petrol,57087KM,Automatic,1,8315
1408,Maruti,SwiftVDI ABS,"£451,799.00",2015,Delhi,Diesel,80910KM,Manual,1,10050
1409,Renault,,"£300,000.00",2017,Delhi,Petrol,55870KM,,1,6673
1410,Maruti,Alto K10LXI,"£275,399.00",2016,Delhi,Petrol,56793KM,Manual,1,6126
1411,Maruti,SwiftVDI ABS,"£376,699.00",2015,Delhi,Diesel,92527KM,Manual,1,8379
1412,Honda,Amaze1.5 SMT I DTEC,"£563,499.00",2018,Delhi,Diesel,56926KM,Manual,1,12535
1413,Maruti,S CrossZETA 1.3,"£624,499.00",2016,Delhi,Diesel,66998KM,Manual,1,13892
1414,Honda,CityS MT PETROL,"£350,599.00",2010,Delhi,Petrol,113701KM,Manual,1,7799
1415,Toyota,Corolla AltisD 4D J,"£371,099.00",2012,Delhi,Diesel,105865KM,Manual,1,8255
1416,Toyota,Innova2.5 GX 7 STR BS IV,"£668,399.00",2013,Delhi,Diesel,88190KM,Manual,2,14868
1417,Maruti,S CrossALPHA SHVS,"£850,699.00",2017,Delhi,Diesel,86066KM,Manual,1,18923
1418,Mahindra,Kuv100K8 6 STR,"£385,000.00",2016,Delhi,Petrol,50242KM,Manual,1,8564
1419,Maruti,CelerioVXI AMT,"£322,000.00",2014,Delhi,Petrol,69537KM,Automatic,1,7163
1420,Maruti,Vitara BrezzaVDI,"£849,299.00",2019,Delhi,Diesel,49488KM,Manual,1,18892
1421,Hyundai,i20ASTA 1.4 CRDI,"£309,299.00",2012,Delhi,Diesel,108007KM,Manual,2,6880
1422,Honda,Amaze1.2 SMT I VTEC,"£418,199.00",2015,Delhi,Petrol,81938KM,Manual,3,9303
1423,Maruti,,"£588,799.00",2016,Delhi,Diesel,57851KM,,2,13098
1424,Hyundai,i20SPORTZ O 1.4 CRDI,"£257,199.00",2012,Delhi,Diesel,98304KM,Manual,1,5721
1425,Maruti,SwiftVXI,"£371,099.00",2015,Delhi,Petrol,73115KM,Manual,1,8255
1426,Mahindra,XUV500W6 AT,"£1,038,099.00",2018,Delhi,Diesel,24027KM,Automatic,2,23092
1427,Honda,CityVX MT DIESEL,"£565,999.00",2014,Delhi,Diesel,73116KM,Manual,1,12590
1428,Maruti,Swift DzireLDI BS IV,"£378,899.00",2015,Delhi,Diesel,87852KM,Manual,1,8428
1429,Maruti,RitzLXI,"£230,499.00",2010,Delhi,Petrol + CNG,105867KM,Manual,1,5127
1430,Maruti,Swift DzireVDI ABS,"£534,399.00",2015,Delhi,Diesel,76604KM,Manual,1,11887
1431,Maruti,Vitara BrezzaZDI,"£664,799.00",2017,Delhi,Diesel,92788KM,Manual,1,14788
1432,Maruti,RitzLDI,"£219,899.00",2013,Delhi,Diesel,97984KM,Manual,1,4892
1433,Maruti,SwiftVDI,"£634,899.00",2018,Delhi,Diesel,37926KM,Manual,1,14123
1434,Chevrolet,Sail UVA1.2 BASE,"£210,000.00",2013,Delhi,Petrol,66801KM,Manual,1,4671
1435,Honda,CitySV MT PETROL,"£457,599.00",2014,Delhi,Petrol,93529KM,Manual,2,10179
1436,Maruti,SwiftVXI,"£387,899.00",2012,Delhi,Petrol,75081KM,Manual,1,8629
1437,Nissan,SunnyXL PETROL,"£279,942.00",2012,Delhi,Petrol,83029KM,Manual,1,6227
1438,Hyundai,VernaFLUIDIC 1.6 CRDI SX OPT AT,"£775,000.00",2016,Delhi,Diesel,38249KM,Automatic,1,17239
1439,Maruti,Vitara BrezzaVDI,"£678,599.00",2016,Delhi,Diesel,53873KM,Manual,1,15095
1440,Hyundai,Creta1.6 SX PLUS PETROL,"£1,175,000.00",2018,Delhi,Petrol,34051KM,Manual,1,26137
1441,Toyota,Innova2.5 GX 7 STR BS IV,"£623,999.00",2013,Delhi,Diesel,96015KM,Manual,1,13881
1442,Maruti,BalenoDELTA 1.2 K12,"£460,000.00",2016,Delhi,Petrol,82944KM,Manual,2,10232
1443,Maruti,Vitara BrezzaVDI OPT,"£662,299.00",2017,Delhi,Diesel,83597KM,Manual,1,14732
1444,Mercedes,Benz E ClassE 250 CDI ELEGANCE,"£1,796,000.00",2014,Delhi,Diesel,53522KM,Automatic,2,39951
1445,Maruti,Vitara BrezzaVDI,"£572,099.00",2016,Delhi,Diesel,70187KM,Manual,1,12726
1446,Maruti,,"£422,699.00",2015,Delhi,Diesel,85270KM,,1,9403
1447,Toyota,Corolla AltisGL,"£914,999.00",2015,Delhi,Petrol,79084KM,Manual,2,20354
1448,Maruti,AltoLXI,"£103,599.00",2007,Delhi,Petrol,59676KM,Manual,1,2305
1449,Maruti,RitzLXI,"£241,399.00",2010,Delhi,Petrol + CNG,75699KM,Manual,3,5370
1450,Honda,Amaze1.5 SX MT I DTEC,"£361,499.00",2015,Delhi,Diesel,74626KM,Manual,1,8041
1451,Renault,KwidRXT,"£274,299.00",2015,Delhi,Petrol,78499KM,Manual,1,6102
1452,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,"£464,299.00",2016,Delhi,Petrol,86514KM,Manual,1,10328
1453,Maruti,,"£955,000.00",2019,Delhi,Petrol,42953KM,,1,21243
1454,Maruti,SX4VXI,"£222,899.00",2008,Delhi,Petrol,117930KM,Manual,1,4958
1455,Maruti,Alto 800LXI,"£259,999.00",2012,Delhi,Petrol,82189KM,Manual,1,5784
1456,Maruti,BalenoALPHA DDIS 190,"£649,499.00",2016,Delhi,Diesel,71114KM,Manual,1,14448
1457,Maruti,Zen EstiloVXI,"£163,399.00",2009,Delhi,Petrol,98519KM,Manual,1,3635
1458,Honda,CityV AT,"£428,899.00",2010,Delhi,Petrol,88567KM,Automatic,1,9541
1459,Hyundai,Creta1.6 CRDI SX PLUS AUTO,"£760,000.00",2015,Delhi,Diesel,86122KM,Automatic,1,16906
1460,Hyundai,Creta1.6 SX PLUS AUTO PETROL,"£1,075,000.00",2017,Delhi,Petrol,39160KM,Automatic,1,23913
1461,Maruti,SwiftVXI,"£458,000.00",2017,Delhi,Petrol,44405KM,Manual,1,10188
1462,Renault,Duster85 PS RXE,"£427,699.00",2015,Delhi,Diesel,88542KM,Manual,1,9514
1463,Hyundai,i10SPORTZ 1.2 KAPPA2,"£221,899.00",2010,Delhi,Petrol,116871KM,Manual,1,4936
1464,Maruti,SwiftVXI,"£368,099.00",2014,Delhi,Petrol,91931KM,Manual,1,8188
1465,Hyundai,i10MAGNA 1.2 KAPPA2,"£305,599.00",2012,Delhi,Petrol + CNG,90837KM,Manual,2,6798
1466,Maruti,Swift DzireVDI,"£349,099.00",2013,Delhi,Diesel,90775KM,Manual,1,7766
1467,Maruti,BalenoDELTA 1.2 K12,"£539,000.00",2017,Delhi,Petrol,51346KM,Manual,1,11990
1468,Maruti,Vitara BrezzaVDI,"£852,299.00",2018,Delhi,Diesel,40228KM,Manual,1,18959
1469,Honda,CityS MT PETROL,"£316,099.00",2010,Delhi,Petrol,142754KM,Manual,3,7031
1470,Maruti,SwiftVXI,"£440,000.00",2014,Delhi,Petrol,53872KM,Manual,1,9788
1471,Maruti,Alto K10VXI,"£176,899.00",2011,Delhi,Petrol,118427KM,Manual,1,3935
1472,Maruti,SwiftZDI,"£472,899.00",2014,Delhi,Diesel,91124KM,Manual,1,10519
